simTime,fps
9.89549,60
9.91205,60
9.92851,60
9.94517,60
9.96183,60
9.97852,60
9.99536,60
10.0121,60
10.0285,60
10.0452,60
10.0619,60
10.0786,60
10.0952,60
10.1119,60
10.1285,60
10.1452,60
10.1618,60
10.1785,60
10.1952,60
10.212,60
10.2285,60
10.2452,60
10.2619,60
10.2785,60
10.2952,60
10.3119,60
10.3285,60
10.3452,60
10.3618,60
10.3785,60
10.3952,60
10.4119,60
10.4285,60
10.4452,60
10.4619,60
10.4785,60
10.4952,60
10.5119,60
10.5286,60
10.5452,60
10.5619,60
10.5785,60
10.5952,60
10.6119,60
10.6287,60
10.6454,60
10.6619,60
10.6786,60
10.6952,60
10.7119,60
10.7286,60
10.7452,60
10.7619,60
10.7786,60
10.7953,60
10.812,60
10.8288,60
10.8453,60
10.862,60
10.8787,60
10.8953,60
10.912,60
10.9287,60
10.9453,60
10.962,60
10.9787,60
10.9954,60
11.012,60
11.0287,60
11.0454,60
11.062,60
11.0787,60
11.0954,60
11.112,60
11.1288,60
11.1454,60
11.162,60
11.1787,60
11.1954,60
11.2121,60
11.2287,60
11.2454,60
11.262,60
11.2788,60
11.2954,60
11.3121,60
11.3287,60
11.3454,60
11.362,60
11.3787,60
11.3954,60
11.4121,60
11.4288,60
11.4454,60
11.4621,60
11.4787,60
11.4954,60
11.512,60
11.5287,60
11.5454,60
11.562,60
11.5787,60
11.5954,60
11.612,60
11.6287,60
11.6454,60
11.6621,60
11.6787,60
11.6954,60
11.7121,60
11.7287,60
11.7454,60
11.7621,60
11.7787,60
11.7954,60
11.8121,60
11.8287,60
11.8454,60
11.8622,60
11.8787,60
11.8954,60
11.9121,60
11.9288,60
11.9454,60
11.9621,60
11.9787,60
11.9954,60
12.0121,60
12.0287,60
12.0454,60
12.0622,60
12.0787,60
12.0954,60
12.1121,60
12.1287,60
12.1454,60
12.1622,60
12.1787,60
12.1954,60
12.2121,60
12.2287,60
12.2454,60
12.2621,60
12.2788,60
12.2955,60
12.3121,60
12.3288,60
12.3455,60
12.3621,60
12.3788,60
12.3954,60
12.4122,60
12.4288,60
12.4455,60
12.4621,60
12.4789,60
12.4955,60
12.5122,60
12.5288,60
12.5455,60
12.5621,60
12.5789,60
12.5955,60
12.6121,60
12.6288,60
12.6455,60
12.6622,60
12.6789,60
12.6955,60
12.7122,60
12.7289,60
12.7455,60
12.7622,60
12.7789,60
12.7955,60
12.8122,60
12.8288,60
12.8455,60
12.8622,60
12.8788,60
12.8955,60
12.9122,60
12.9288,60
12.9455,60
12.9622,60
12.9788,60
12.9955,60
13.0122,60
13.0288,60
13.0455,60
13.0622,60
13.0789,60
13.0955,60
13.1122,60
13.1288,60
13.1455,60
13.1622,60
13.1789,60
13.1955,60
13.2122,60
13.2289,60
13.2455,60
13.2622,60
13.2789,60
13.2956,60
13.3122,60
13.3289,60
13.3455,60
13.3622,60
13.3789,60
13.3956,60
13.4122,60
13.4289,60
13.4455,60
13.4622,60
13.4789,60
13.4955,60
13.5122,60
13.529,60
13.5456,60
13.5622,60
13.5789,60
13.5956,60
13.6122,60
13.6289,60
13.6456,60
13.6622,60
13.6789,60
13.6957,60
13.7122,60
13.7289,60
13.7456,60
13.7622,60
13.779,60
13.7956,60
13.8123,60
13.8289,60
13.8457,60
13.8623,60
13.8789,60
13.8956,60
13.9123,60
13.9289,60
13.9456,60
13.9623,60
13.979,60
13.9956,60
14.0123,60
14.0289,60
14.0456,60
14.0623,60
14.079,60
14.0956,60
14.1123,60
14.129,60
14.1457,60
14.1623,60
14.179,60
14.1956,60
14.2123,60
14.229,60
14.2456,60
14.2623,60
14.279,60
14.2957,60
14.3123,60
14.329,60
14.3456,60
14.3623,60
14.379,60
14.3957,60
14.4123,60
14.429,60
14.4457,60
14.4623,60
14.479,60
14.4957,60
14.5123,60
14.529,60
14.5457,60
14.5623,60
14.579,60
14.5961,60
14.6127,60
14.6292,60
14.6459,60
14.6626,60
14.6792,60
14.6959,60
14.7125,60
14.7292,60
14.746,60
14.7626,60
14.7792,60
14.7959,60
14.8125,60
14.8292,60
14.8459,60
14.8625,60
14.8792,60
14.8959,60
14.9126,60
14.9292,60
14.9459,60
14.9626,60
14.9792,60
14.9959,60
15.0125,60
15.0292,60
15.046,60
15.0626,60
15.0792,60
15.0959,60
15.1126,60
15.1293,60
15.1459,60
15.1625,60
15.1793,60
15.196,60
15.2127,60
15.2294,60
15.2461,60
15.2628,60
15.2793,60
15.296,60
15.3126,60
15.3292,60
15.346,60
15.3626,60
15.3793,60
15.396,60
15.4126,60
15.4293,60
15.4459,60
15.4627,60
15.4792,60
15.4972,60
15.5141,60
15.5306,60
15.5472,60
15.564,60
15.5807,60
15.5972,60
15.6139,60
15.6306,60
15.6472,60
15.6639,60
15.6806,60
15.6972,60
15.7141,60
15.7307,60
15.7472,60
15.7639,60
15.7806,60
15.7973,60
15.8139,60
15.8306,60
15.8475,60
15.8641,60
15.8808,60
15.8975,60
15.9142,60
15.9308,60
15.9475,60
15.9641,60
15.9808,60
15.9975,60
16.0141,60
16.0308,60
16.048,60
16.0646,60
16.0813,60
16.098,60
16.1147,60
16.1315,60
16.148,60
16.1647,60
16.1813,60
16.198,60
16.2146,60
16.2314,60
16.2481,60
16.2647,60
16.2813,60
16.298,60
16.3147,60
16.3313,60
16.348,60
16.3647,60
16.3813,60
16.398,60
16.4147,60
16.4314,60
16.448,60
16.4646,60
16.4813,60
16.498,60
16.5147,60
16.5313,60
16.548,60
16.5647,60
16.5813,60
16.598,60
16.6149,60
16.6314,60
16.648,60
16.6647,60
16.6813,60
16.698,60
16.7147,60
16.7314,60
16.748,60
16.7647,60
16.7813,60
16.798,60
16.8147,60
16.8313,60
16.848,60
16.8647,60
16.8814,60
16.898,60
16.9147,60
16.9314,60
16.948,60
16.9647,60
16.9814,60
16.998,60
17.0147,60
17.0314,60
17.048,60
17.0647,60
17.0813,60
17.098,60
17.1147,60
17.1314,60
17.148,60
17.1647,60
17.1814,60
17.198,60
17.2147,60
17.2314,60
17.2481,60
17.2647,60
17.2814,60
17.298,60
17.3147,60
17.3314,60
17.3481,60
17.3647,60
17.3814,60
17.3981,60
17.4147,60
17.4314,60
17.4481,60
17.4647,60
17.4814,60
17.4981,60
17.5147,60
17.5314,60
17.548,60
17.5647,60
17.5814,60
17.5981,60
17.6147,60
17.6314,60
17.6481,60
17.6647,60
17.6814,60
17.6981,60
17.7147,60
17.7314,60
17.748,60
17.7647,60
17.7815,60
17.7981,60
17.8147,60
17.8314,60
17.8481,60
17.8647,60
17.8814,60
17.8981,60
17.9147,60
17.9314,60
17.9481,60
17.9647,60
17.9814,60
17.9981,60
18.0147,60
18.0314,60
18.0481,60
18.0647,60
18.0815,60
18.0981,60
18.1147,60
18.1314,60
18.1481,60
18.1647,60
18.1814,60
18.1981,60
18.2147,60
18.2314,60
18.2481,60
18.2647,60
18.2814,60
18.2981,60
18.3148,60
18.3314,60
18.3481,60
18.3648,60
18.3815,60
18.3981,60
18.4148,60
18.4314,60
18.4481,60
18.4648,60
18.4815,60
18.4981,60
18.5148,60
18.5315,60
18.5482,60
18.5648,60
18.5815,60
18.5981,60
18.6148,60
18.6315,60
18.6482,60
18.6648,60
18.6815,60
18.6982,60
18.7149,60
18.7315,60
18.7482,60
18.7648,60
18.7815,60
18.7982,60
18.8148,60
18.8315,60
18.8482,60
18.8649,60
18.8815,60
18.8982,60
18.9148,60
18.9315,60
18.9481,60
18.9648,60
18.9815,60
18.9982,60
19.0148,60
19.0315,60
19.0481,60
19.0648,60
19.0815,60
19.0982,60
19.1148,60
19.1315,60
19.1482,60
19.1648,60
19.1815,60
19.1982,60
19.2148,60
19.2315,60
19.2482,60
19.2648,60
19.2815,60
19.2982,60
19.3149,60
19.3315,60
19.3482,60
19.3648,60
19.3815,60
19.3982,60
19.4149,60
19.4316,60
19.4482,60
19.4653,60
19.4815,60
19.4982,60
19.5149,60
19.5316,60
19.5482,60
19.5649,60
19.5816,60
19.5982,60
19.6149,60
19.6315,60
19.6482,60
19.665,60
19.6816,60
19.6982,60
19.7149,60
19.7317,60
19.7482,60
19.7649,60
19.7815,60
19.7982,60
19.8149,60
19.8315,60
19.8482,60
19.8649,60
19.8816,60
19.8982,60
19.9149,60
19.9315,60
19.9482,60
19.9649,60
19.9815,60
19.9982,60
20.0149,60
20.0315,60
20.0482,60
20.0649,60
20.0816,60
20.0982,60
20.1149,60
20.1316,60
20.1482,60
20.1649,60
20.1816,60
20.1982,60
20.2149,60
20.2315,60
20.2482,60
20.2649,60
20.2816,60
20.2982,60
20.3149,60
20.3316,60
20.3482,60
20.3649,60
20.3816,60
20.3982,60
20.4149,60
20.4316,60
20.4483,60
20.465,60
20.4816,60
20.4983,60
20.5149,60
20.5316,60
20.5483,60
20.5649,60
20.5816,60
20.5983,60
20.6149,60
20.6316,60
20.6483,60
20.6649,60
20.6815,60
20.6982,60
20.7149,60
20.7316,60
20.7482,60
20.765,60
20.7816,60
20.7982,60
20.815,60
20.8316,60
20.8483,60
20.865,60
20.8816,60
20.8983,60
20.9149,60
20.9316,60
20.9483,60
20.9649,60
20.9816,60
20.9982,60
21.015,60
21.0316,60
21.0482,60
21.0649,60
21.0816,60
21.0983,60
21.115,60
21.1316,60
21.1483,60
21.165,60
21.1816,60
21.1983,60
21.2149,60
21.2316,60
21.2483,60
21.2649,60
21.2816,60
21.2983,60
21.3149,60
21.3316,60
21.3483,60
21.3649,60
21.3816,60
21.3983,60
21.415,60
21.4316,60
21.4483,60
21.4649,60
21.4816,60
21.4983,60
21.515,60
21.5316,60
21.5483,60
21.565,60
21.5816,60
21.5983,60
21.615,60
21.6316,60
21.6483,60
21.6649,60
21.6816,60
21.6983,60
21.715,60
21.7316,60
21.7483,60
21.7649,60
21.7816,60
21.7983,60
21.815,60
21.8317,60
21.8483,60
21.865,60
21.8817,60
21.8983,60
21.915,60
21.9316,60
21.9483,60
21.965,60
21.9817,60
21.9984,60
22.015,60
22.0316,60
22.0483,60
22.065,60
22.0816,60
22.0983,60
22.115,60
22.1317,60
22.1483,60
22.165,60
22.1817,60
22.1983,60
22.215,60
22.2317,60
22.2484,60
22.265,60
22.2817,60
22.2984,60
22.3151,60
22.3317,60
22.3484,60
22.365,60
22.3817,60
22.3984,60
22.415,60
22.4317,60
22.4484,60
22.465,60
22.4817,60
22.4983,60
22.515,60
22.5317,60
22.5483,60
22.565,60
22.5817,60
22.5984,60
22.6151,60
22.6317,60
22.6483,60
22.665,60
22.6817,60
22.6983,60
22.715,60
22.7317,60
22.7483,60
22.765,60
22.7817,60
22.7984,60
22.815,60
22.8317,60
22.8484,60
22.865,60
22.8817,60
22.8983,60
22.915,60
22.9317,60
22.9484,60
22.965,60
22.9817,60
22.9983,60
23.015,60
23.0317,60
23.0483,60
23.0651,60
23.0817,60
23.0984,60
23.1151,60
23.1317,60
23.1484,60
23.1651,60
23.1817,60
23.1984,60
23.215,60
23.2317,60
23.2484,60
23.265,60
23.2817,60
23.2984,60
23.3151,60
23.3317,60
23.3484,60
23.3651,60
23.3817,60
23.3984,60
23.4151,60
23.4318,60
23.4484,60
23.465,60
23.4817,60
23.4984,60
23.515,60
23.5318,60
23.5484,60
23.565,60
23.5818,60
23.5986,60
23.6151,60
23.6318,60
23.6485,60
23.665,60
23.6818,60
23.6984,60
23.7151,60
23.7317,60
23.7484,60
23.7651,60
23.7818,60
23.7984,60
23.8158,60
23.8322,60
23.8486,60
23.8654,60
23.882,60
23.8986,60
23.9153,60
23.9319,60
23.9486,60
23.9653,60
23.9819,60
23.9986,60
24.0153,60
24.0319,60
24.0486,60
24.0653,60
24.082,60
24.099,60
24.1157,60
24.1325,60
24.1491,60
24.1657,60
24.1823,60
24.199,60
24.2156,60
24.2323,60
24.2489,60
24.2656,60
24.2823,60
24.299,60
24.3157,60
24.3322,60
24.349,60
24.3657,60
24.3825,60
24.3991,60
24.4157,60
24.4326,60
24.449,60
24.4657,60
24.4824,60
24.499,60
24.5157,60
24.5324,60
24.5491,60
24.5658,60
24.5828,60
24.5992,60
24.6157,60
24.6323,60
24.649,60
24.6657,60
24.6824,60
24.699,60
24.7158,60
24.7324,60
24.7493,60
24.7658,60
24.7827,60
24.7992,60
24.816,60
24.8326,60
24.8492,60
24.8659,60
24.8826,60
24.8992,60
24.9159,60
24.9325,60
24.9492,60
24.9659,60
24.9826,60
24.9992,60
25.0159,60
25.0325,60
25.0493,60
25.0659,60
25.0826,60
25.0992,60
25.1159,60
25.134,60
25.1496,60
25.1662,60
25.1841,60
25.1995,60
25.2163,60
25.233,60
25.2496,60
25.2662,60
25.2829,60
25.2995,60
25.3163,60
25.333,60
25.3498,60
25.3663,60
25.3833,60
25.3997,60
25.4165,60
25.4331,60
25.4497,60
25.4664,60
25.483,60
25.4997,60
25.5163,60
25.533,60
25.5498,60
25.5671,60
25.5831,60
25.5998,60
25.6166,60
25.6332,60
25.6499,60
25.6665,60
25.6832,60
25.6998,60
25.7165,60
25.7332,60
25.7499,60
25.7666,60
25.7833,60
25.7998,60
25.8167,60
25.8333,60
25.85,60
25.8665,60
25.8832,60
25.9,60
25.9166,60
25.9331,60
25.9501,60
25.968,60
25.9847,60
26.0014,60
26.0187,60
26.0348,60
26.0515,60
26.0681,60
26.0847,60
26.1014,60
26.118,60
26.1347,60
26.1514,60
26.1681,60
26.1848,60
26.2015,60
26.2181,60
26.2348,60
26.2515,60
26.2684,60
26.2851,60
26.3017,60
26.3183,60
26.3349,60
26.3517,60
26.3683,60
26.3851,60
26.4017,60
26.4184,60
26.4351,60
26.4517,60
26.4683,60
26.485,60
26.5016,60
26.5183,60
26.535,60
26.5517,60
26.5684,60
26.5851,60
26.6017,60
26.6185,60
26.635,60
26.6518,60
26.6684,60
26.685,60
26.7017,60
26.7184,60
26.735,60
26.7517,60
26.7684,60
26.7851,60
26.8017,60
26.8189,60
26.8351,60
26.8522,60
26.8684,60
26.8852,60
26.9017,60
26.9184,60
26.9351,60
26.9518,60
26.9684,60
26.9852,60
27.0047,60
27.0221,60
27.0381,60
27.055,60
27.0716,60
27.0883,60
27.1051,60
27.1216,60
27.1383,60
27.1549,60
27.1716,60
27.1883,60
27.205,60
27.2231,60
27.2385,60
27.2551,60
27.2717,60
27.2885,60
27.305,60
27.3217,60
27.3384,60
27.3551,60
27.3718,60
27.3884,60
27.4051,60
27.4217,60
27.4385,60
27.4554,60
27.4717,60
27.4884,60
27.5051,60
27.5217,60
27.5384,60
27.5551,60
27.5718,60
27.5884,60
27.6053,60
27.6218,60
27.6385,60
27.6558,60
27.6719,60
27.6884,60
27.7051,60
27.7217,60
27.7384,60
27.7551,60
27.772,60
27.7885,60
27.8052,60
27.8219,60
27.8385,60
27.8552,60
27.8718,60
27.8894,60
27.9052,60
27.9219,60
27.9385,60
27.9552,60
27.9719,60
27.9886,60
28.0053,60
28.0257,60
28.0423,60
28.0591,60
28.0758,60
28.0923,60
28.109,60
28.1257,60
28.1424,60
28.159,60
28.1757,60
28.1924,60
28.2091,60
28.2257,60
28.2425,60
28.2592,60
28.2758,60
28.2926,60
28.3091,60
28.3257,60
28.3423,60
28.359,60
28.3757,60
28.3924,60
28.4091,60
28.4259,60
28.4425,60
28.459,60
28.4757,60
28.4924,60
28.509,60
28.5257,60
28.5424,60
28.559,60
28.5757,60
28.5924,60
28.6091,60
28.6258,60
28.6425,60
28.6592,60
28.6759,60
28.6926,60
28.7091,60
28.7257,60
28.7424,60
28.759,60
28.7757,60
28.7925,60
28.8091,60
28.8259,60
28.8431,60
28.8599,60
28.8765,60
28.893,60
28.9097,60
28.9264,60
28.9431,60
28.9597,60
28.9764,60
28.9931,60
29.0098,60
29.0265,60
29.0432,60
29.0599,60
29.0764,60
29.0931,60
29.1098,60
29.1264,60
29.1431,60
29.1598,60
29.1764,60
29.1931,60
29.2098,60
29.2266,60
29.2432,60
29.26,60
29.2767,60
29.2933,60
29.31,60
29.3266,60
29.3432,60
29.3599,60
29.3765,60
29.3932,60
29.41,60
29.4266,60
29.4441,60
29.4608,60
29.4773,60
29.494,60
29.5107,60
29.5273,60
29.544,60
29.5607,60
29.5773,60
29.5941,60
29.6107,60
29.6274,60
29.6441,60
29.6607,60
29.6783,60
29.6942,60
29.7113,60
29.7273,60
29.744,60
29.7607,60
29.7773,60
29.794,60
29.8108,60
29.8274,60
29.844,60
29.8607,60
29.8774,60
29.8942,60
29.9107,60
29.9273,60
29.944,60
29.9607,60
29.9773,60
29.994,60
30.0107,60
30.0274,60
30.0441,60
30.0608,60
30.0774,60
30.094,60
30.1107,60
30.1273,60
30.144,60
30.1607,60
30.1774,60
30.1941,60
30.2108,60
30.2275,60
30.2441,60
30.2608,60
30.2775,60
30.2942,60
30.3108,60
30.3275,60
30.3441,60
30.3607,60
30.3774,60
30.3941,60
30.4107,60
30.4274,60
30.4443,60
30.4608,60
30.4774,60
30.4942,60
30.5108,60
30.5274,60
30.5441,60
30.5608,60
30.5774,60
30.5944,60
30.6109,60
30.6276,60
30.6442,60
30.6624,60
30.6794,60
30.7,60
30.7167,60
30.7334,60
30.7501,60
30.7667,60
30.7834,60
30.8001,60
30.8168,60
30.8334,60
30.8501,60
30.8668,60
30.8835,60
30.9001,60
30.9168,60
30.9336,60
30.9501,60
30.9668,60
30.9835,60
31.0001,60
31.0168,60
31.0335,60
31.0501,60
31.0682,60
31.085,60
31.1015,60
31.1184,60
31.1349,60
31.1515,60
31.1682,60
31.1848,60
31.2015,60
31.2182,60
31.2349,60
31.2515,60
31.2682,60
31.2851,60
31.3015,60
31.3182,60
31.3348,60
31.3515,60
31.3682,60
31.3848,60
31.4015,60
31.4182,60
31.4349,60
31.4517,60
31.4688,60
31.485,60
31.5058,60
31.5227,60
31.5394,60
31.556,60
31.5726,60
31.5893,60
31.606,60
31.6226,60
31.6393,60
31.656,60
31.6727,60
31.6893,60
31.7066,60
31.7227,60
31.7395,60
31.7561,60
31.7766,60
31.7933,60
31.81,60
31.8267,60
31.8433,60
31.8601,60
31.8813,60
31.898,60
31.9147,60
31.9314,60
31.9483,60
31.9649,60
31.9816,60
31.9982,60
32.0149,60
32.0316,60
32.0483,60
32.065,60
32.0816,60
32.0984,60
32.115,60
32.1317,60
32.1483,60
32.1649,60
32.1816,60
32.1983,60
32.2149,60
32.2316,60
32.2483,60
32.265,60
32.2836,60
32.3003,60
32.3172,60
32.3336,60
32.3502,60
32.3668,60
32.3835,60
32.4002,60
32.4168,60
32.4335,60
32.4504,60
32.4671,60
32.4837,60
32.5002,60
32.5169,60
32.5336,60
32.5502,60
32.5669,60
32.5836,60
32.6003,60
32.6169,60
32.6336,60
32.6503,60
32.667,60
32.6837,60
32.7002,60
32.7181,60
32.7337,60
32.7504,60
32.767,60
32.7837,60
32.8003,60
32.817,60
32.8337,60
32.8504,60
32.8671,60
32.8837,60
32.9004,60
32.9171,60
32.9338,60
32.9505,60
32.9672,60
32.9838,60
33.0007,60
33.0187,60
33.0354,60
33.0521,60
33.0687,60
33.0854,60
33.1022,60
33.1189,60
33.1354,60
33.1531,60
33.1697,60
33.1864,60
33.2031,60
33.2198,60
33.2364,60
33.2532,60
33.2698,60
33.29,60
33.3067,60
33.3234,60
33.3401,60
33.3568,60
33.3734,60
33.3901,60
33.4066,60
33.4233,60
33.4401,60
33.4567,60
33.4734,60
33.4987,60
33.5154,60
33.5322,60
33.5489,60
33.5655,60
33.5821,60
33.5987,60
33.6154,60
33.6321,60
33.6487,60
33.6655,60
33.6821,60
33.6988,60
33.7155,60
33.7323,60
33.7492,60
33.7657,60
33.7844,60
33.8011,60
33.8177,60
33.8344,60
33.8511,60
33.8678,60
33.8844,60
33.9012,60
33.9178,60
33.9345,60
33.9512,60
33.9679,60
33.9845,60
34.0012,60
34.0178,60
34.0345,60
34.0512,60
34.0678,60
34.0845,60
34.1016,60
34.1181,60
34.1349,60
34.1515,60
34.1684,60
34.1848,60
34.2014,60
34.2181,60
34.2348,60
34.2515,60
34.2682,60
34.2849,60
34.3015,60
34.3182,60
34.335,60
34.3606,60
34.3774,60
34.3941,60
34.4108,60
34.4299,60
34.4466,60
34.4634,60
34.4801,60
34.4967,60
34.5134,60
34.53,60
34.5469,60
34.5637,60
34.5803,60
34.597,60
34.6148,60
34.6315,60
34.6481,60
34.6648,60
34.6815,60
34.6991,60
34.7158,60
34.7325,60
34.7493,60
34.7663,60
34.7829,60
34.7996,60
34.816,60
34.8384,60
34.855,60
34.8717,60
34.8884,60
34.9051,60
34.9217,60
34.9385,60
34.9552,60
34.9717,60
34.9887,60
35.0054,60
35.0218,60
35.0386,60
35.0553,60
35.0761,60
35.0915,60
35.1082,60
