simTime,fps
9.83797,60
9.85448,60
9.87087,60
9.8876,60
9.90429,60
9.92092,60
9.93759,60
9.95445,60
9.97115,60
9.98764,60
10.0043,60
10.021,60
10.0376,60
10.0543,60
10.0709,60
10.0876,60
10.1043,60
10.1209,60
10.1376,60
10.1544,60
10.1709,60
10.1876,60
10.2042,60
10.2209,60
10.2376,60
10.2543,60
10.271,60
10.2877,60
10.3043,60
10.321,60
10.3376,60
10.3543,60
10.3709,60
10.3876,60
10.4043,60
10.421,60
10.4377,60
10.4544,60
10.471,60
10.4876,60
10.5043,60
10.521,60
10.5376,60
10.5543,60
10.571,60
10.5881,60
10.6045,60
10.6209,60
10.6376,60
10.6543,60
10.6709,60
10.6876,60
10.7043,60
10.721,60
10.7377,60
10.7544,60
10.771,60
10.7876,60
10.8043,60
10.8209,60
10.8376,60
10.8543,60
10.8709,60
10.8876,60
10.9043,60
10.9209,60
10.9376,60
10.9543,60
10.971,60
10.9876,60
11.0043,60
11.0209,60
11.0376,60
11.0544,60
11.071,60
11.0876,60
11.1043,60
11.121,60
11.1376,60
11.1543,60
11.171,60
11.1877,60
11.2043,60
11.221,60
11.2377,60
11.2543,60
11.271,60
11.2877,60
11.3043,60
11.321,60
11.3376,60
11.3544,60
11.371,60
11.3877,60
11.4043,60
11.421,60
11.4377,60
11.4543,60
11.471,60
11.4876,60
11.5043,60
11.521,60
11.5377,60
11.5544,60
11.571,60
11.5877,60
11.6043,60
11.621,60
11.6377,60
11.6544,60
11.671,60
11.6877,60
11.7043,60
11.721,60
11.7377,60
11.7544,60
11.771,60
11.7877,60
11.8044,60
11.821,60
11.8377,60
11.8544,60
11.871,60
11.8877,60
11.9044,60
11.921,60
11.9377,60
11.9545,60
11.971,60
11.9877,60
12.0044,60
12.021,60
12.0377,60
12.0544,60
12.0711,60
12.0877,60
12.1044,60
12.121,60
12.1377,60
12.1544,60
12.171,60
12.1877,60
12.2044,60
12.2211,60
12.2377,60
12.2545,60
12.271,60
12.2877,60
12.3044,60
12.321,60
12.3377,60
12.3544,60
12.3711,60
12.3877,60
12.4044,60
12.4211,60
12.4378,60
12.4544,60
12.4711,60
12.4878,60
12.5044,60
12.5211,60
12.5378,60
12.5546,60
12.5711,60
12.5878,60
12.6045,60
12.6211,60
12.6378,60
12.6544,60
12.6711,60
12.6878,60
12.7044,60
12.7211,60
12.7378,60
12.7545,60
12.7711,60
12.7878,60
12.8045,60
12.8211,60
12.8378,60
12.8544,60
12.8712,60
12.8878,60
12.9045,60
12.9211,60
12.9378,60
12.9544,60
12.9711,60
12.9878,60
13.0044,60
13.0211,60
13.0378,60
13.0544,60
13.0711,60
13.0878,60
13.1044,60
13.1211,60
13.1378,60
13.1545,60
13.1713,60
13.1878,60
13.2045,60
13.2211,60
13.2378,60
13.2545,60
13.2711,60
13.2878,60
13.3045,60
13.3212,60
13.3378,60
13.3545,60
13.3712,60
13.3878,60
13.4045,60
13.4212,60
13.4378,60
13.4545,60
13.4713,60
13.4878,60
13.5045,60
13.5211,60
13.5378,60
13.5545,60
13.5711,60
13.5878,60
13.6045,60
13.6212,60
13.6378,60
13.6545,60
13.6712,60
13.6878,60
13.7045,60
13.7211,60
13.7378,60
13.7545,60
13.7712,60
13.7879,60
13.8045,60
13.8212,60
13.8378,60
13.8545,60
13.8712,60
13.8879,60
13.9045,60
13.9212,60
13.9379,60
13.9545,60
13.9712,60
13.9879,60
14.0045,60
14.0212,60
14.0379,60
14.0545,60
14.0712,60
14.0879,60
14.1045,60
14.1212,60
14.1379,60
14.1545,60
14.1712,60
14.1879,60
14.2045,60
14.2213,60
14.2378,60
14.2545,60
14.2712,60
14.2879,60
14.3045,60
14.3212,60
14.3379,60
14.3545,60
14.3713,60
14.388,60
14.4046,60
14.4213,60
14.4379,60
14.4546,60
14.4713,60
14.4879,60
14.5046,60
14.5213,60
14.538,60
14.5546,60
14.5713,60
14.5879,60
14.6046,60
14.6213,60
14.6379,60
14.6546,60
14.6713,60
14.688,60
14.7046,60
14.7213,60
14.7379,60
14.7546,60
14.7713,60
14.7879,60
14.8046,60
14.8213,60
14.8379,60
14.8546,60
14.8713,60
14.888,60
14.9047,60
14.9213,60
14.938,60
14.9546,60
14.9713,60
14.988,60
15.0047,60
15.0213,60
15.0379,60
15.0547,60
15.0713,60
15.088,60
15.1047,60
15.1213,60
15.138,60
15.1547,60
15.1713,60
15.188,60
15.2046,60
15.2213,60
15.238,60
15.2547,60
15.2714,60
15.2882,60
15.3048,60
15.3213,60
15.338,60
15.3547,60
15.3713,60
15.388,60
15.4047,60
15.4213,60
15.438,60
15.4548,60
15.4714,60
15.4881,60
15.5047,60
15.5214,60
15.5398,60
15.5569,60
15.5752,60
15.5919,60
15.6089,60
15.6253,60
15.6419,60
15.6585,60
15.6751,60
15.6918,60
15.7085,60
15.7252,60
15.7419,60
15.7585,60
15.7753,60
15.7919,60
15.8086,60
15.8252,60
15.8418,60
15.8585,60
15.8752,60
15.8918,60
15.9085,60
15.9252,60
15.9418,60
15.9585,60
15.9752,60
15.9919,60
16.0091,59
16.0257,59
16.0423,59
16.0589,59
16.0756,59
16.0922,59
16.1089,59
16.1255,59
16.1422,59
16.1589,59
16.1755,59
16.1922,59
16.2089,59
16.2256,60
16.2422,60
16.2589,60
16.2756,60
16.2922,60
16.3089,60
16.3256,60
16.3422,60
16.3589,60
16.3756,60
16.3922,60
16.4089,60
16.4255,60
16.4422,60
16.4589,60
16.4755,60
16.4922,60
16.5089,60
16.5255,60
16.5423,60
16.5591,60
16.5756,60
16.5922,60
16.6089,60
16.6256,60
16.6422,60
16.659,60
16.6757,60
16.6923,60
16.709,60
16.7256,60
16.7422,60
16.7589,60
16.7756,60
16.7923,60
16.8089,60
16.8256,60
16.8422,60
16.8589,60
16.8756,60
16.8922,60
16.9089,60
16.9256,60
16.9422,60
16.9589,60
16.9756,60
16.9922,60
17.0089,60
17.0256,60
17.0422,60
17.0589,60
17.0756,60
17.0922,60
17.1089,60
17.1256,60
17.1423,60
17.159,60
17.1757,60
17.1923,60
17.2089,60
17.2256,60
17.2423,60
17.2589,60
17.2756,60
17.2923,60
17.3089,60
17.3256,60
17.3423,60
17.3589,60
17.3756,60
17.3923,60
17.4089,60
17.4256,60
17.4423,60
17.459,60
17.4756,60
17.4923,60
17.509,60
17.5256,60
17.5422,60
17.559,60
17.5756,60
17.5923,60
17.6089,60
17.6256,60
17.6423,60
17.6589,60
17.6756,60
17.6923,60
17.709,60
17.7256,60
17.7423,60
17.759,60
17.7757,60
17.7923,60
17.809,60
17.8257,60
17.8423,60
17.8589,60
17.8756,60
17.8923,60
17.909,60
17.9256,60
17.9423,60
17.959,60
17.9756,60
17.9923,60
18.009,60
18.0256,60
18.0423,60
18.0591,60
18.0757,60
18.0923,60
18.109,60
18.1256,60
18.1423,60
18.159,60
18.1756,60
18.1923,60
18.209,60
18.2256,60
18.2423,60
18.259,60
18.2756,60
18.2923,60
18.309,60
18.3257,60
18.3423,60
18.359,60
18.3758,60
18.3923,60
18.4089,60
18.4256,60
18.4423,60
18.459,60
18.4757,60
18.4923,60
18.509,60
18.5257,60
18.5423,60
18.559,60
18.5757,60
18.5923,60
18.609,60
18.6257,60
18.6423,60
18.659,60
18.6757,60
18.6923,60
18.709,60
18.7257,60
18.7423,60
18.759,60
18.7757,60
18.7923,60
18.809,60
18.8257,60
18.8423,60
18.859,60
18.8757,60
18.8923,60
18.909,60
18.9257,60
18.9423,60
18.959,60
18.9757,60
18.9924,60
19.009,60
19.0257,60
19.0423,60
19.059,60
19.0757,60
19.0923,60
19.109,60
19.1256,60
19.1423,60
19.159,60
19.1757,60
19.1923,60
19.209,60
19.2257,60
19.2423,60
19.259,60
19.2758,60
19.2924,60
19.3091,60
19.3257,60
19.3423,60
19.359,60
19.3757,60
19.3924,60
19.409,60
19.4257,60
19.4424,60
19.4591,60
19.4757,60
19.4924,60
19.5091,60
19.5258,60
19.5424,60
19.5591,60
19.5758,60
19.5926,60
19.6092,60
19.6257,60
19.6425,60
19.6591,60
19.6758,60
19.6924,60
19.7091,60
19.7257,60
19.7424,60
19.7591,60
19.7757,60
19.7924,60
19.8091,60
19.8259,60
19.8424,60
19.8591,60
19.8757,60
19.8924,60
19.9091,60
19.9258,60
19.9424,60
19.9591,60
19.9758,60
19.9924,60
20.0091,60
20.0258,60
20.0424,60
20.0591,60
20.0758,60
20.0925,60
20.1091,60
20.1258,60
20.1425,60
20.1591,60
20.1758,60
20.1925,60
20.2091,60
20.2258,60
20.2425,60
20.2591,60
20.2758,60
20.2924,60
20.3091,60
20.3258,60
20.3425,60
20.3592,60
20.3758,60
20.3924,60
20.4091,60
20.4258,60
20.4425,60
20.4591,60
20.4758,60
20.4925,60
20.5092,60
20.5258,60
20.5425,60
20.5592,60
20.5758,60
20.5925,60
20.6091,60
20.6258,60
20.6425,60
20.6591,60
20.6758,60
20.6925,60
20.7092,60
20.7258,60
20.7425,60
20.7592,60
20.7758,60
20.7925,60
20.8092,60
20.8258,60
20.8425,60
20.8592,60
20.8758,60
20.8925,60
20.9092,60
20.9258,60
20.9425,60
20.9592,60
20.9758,60
20.9925,60
21.0092,60
21.0258,60
21.0425,60
21.0592,60
21.0759,60
21.0925,60
21.1092,60
21.1259,60
21.1425,60
21.1592,60
21.1758,60
21.1925,60
21.2091,60
21.2258,60
21.2425,60
21.2592,60
21.2758,60
21.2925,60
21.3092,60
21.3259,60
21.3425,60
21.3592,60
21.3758,60
21.3925,60
21.4093,60
21.4258,60
21.4425,60
21.4592,60
21.4759,60
21.4925,60
21.5093,60
21.5258,60
21.5425,60
21.5595,60
21.576,60
21.5927,60
21.6093,60
21.626,60
21.6427,60
21.6593,60
21.676,60
21.6927,60
21.7093,60
21.726,60
21.7427,60
21.7593,60
21.776,60
21.7927,60
21.8093,60
21.826,60
21.8426,60
21.8593,60
21.876,60
21.8927,60
21.9094,60
21.926,60
21.9427,60
21.9594,60
21.976,60
21.9927,60
22.0094,60
22.0261,60
22.0429,60
22.0595,60
22.0761,60
22.0928,60
22.1094,60
22.1261,60
22.1427,60
22.1594,60
22.1761,60
22.1928,60
22.2094,60
22.2261,60
22.2428,60
22.2594,60
22.2761,60
22.2928,60
22.3096,60
22.3261,60
22.3428,60
22.3594,60
22.3761,60
22.3928,60
22.4094,60
22.4261,60
22.4427,60
22.4594,60
22.4761,60
22.4928,60
22.5094,60
22.5261,60
22.5428,60
22.5595,60
22.5762,60
22.5928,60
22.6095,60
22.6262,60
22.6429,60
22.6595,60
22.6762,60
22.6929,60
22.7095,60
22.7262,60
22.7428,60
22.7595,60
22.7763,60
22.7929,60
22.8096,60
22.8262,60
22.8429,60
22.8595,60
22.8762,60
22.8929,60
22.9096,60
22.9262,60
22.9429,60
22.9595,60
22.9762,60
22.993,60
23.0133,60
23.03,60
23.0466,60
23.0633,60
23.08,60
23.0966,60
23.1133,60
23.13,60
23.1466,60
23.1633,60
23.18,60
23.1966,60
23.2133,60
23.23,60
23.2467,60
23.2634,60
23.28,60
23.2967,60
23.3134,60
23.3313,60
23.348,60
23.3647,60
23.3813,60
23.398,60
23.4147,60
23.4313,60
23.4498,60
23.4665,60
23.4832,60
23.4998,60
23.5165,60
23.5331,60
23.5498,60
23.5666,60
23.5832,60
23.5998,60
23.6165,60
23.6331,60
23.6498,60
23.6665,60
23.6832,60
23.6998,60
23.7165,60
23.7332,60
23.7498,60
23.7665,60
23.7832,60
23.7998,60
23.8165,60
23.8332,60
23.8498,60
