simTime,stepTime
25.5687,9.2142e-05
25.5852,5.7006e-05
25.6018,8.6421e-05
25.6019,3.5346e-05
25.6185,0.000114523
25.6351,4.4964e-05
25.6518,6.5021e-05
25.6685,0.000104775
25.6851,4.5575e-05
25.7018,8.7773e-05
25.7187,9.0619e-05
25.7354,6.7867e-05
25.7518,8.7993e-05
25.7519,3.5747e-05
25.7685,0.000103844
25.7852,5.4521e-05
25.8019,4.7729e-05
25.8184,4.3621e-05
25.8352,8.5419e-05
25.8518,8.5569e-05
25.8685,9.4085e-05
25.8851,5.2217e-05
25.9018,6.6294e-05
25.9019,2.0599e-05
25.9185,0.000147845
25.9352,0.000131114
25.9518,6.1184e-05
25.9685,0.000138267
25.9852,0.000132887
26.0019,0.000133899
26.0185,0.000145461
26.0352,0.000127307
26.0518,0.000126265
26.052,4.6145e-05
26.0685,0.000107951
26.0852,0.00012878
26.1018,0.000129661
26.1185,0.000147053
26.1351,6.7265e-05
26.1518,0.000127337
26.1685,6.9309e-05
26.1852,6.3468e-05
26.2018,0.00015594
26.202,8.4928e-05
26.2185,0.00016648
26.2352,0.000106398
26.2518,0.000153897
26.2686,0.000124542
26.2852,0.000155469
26.3018,0.000153185
26.3185,7.9358e-05
26.3352,0.000118431
26.3519,0.000153596
26.352,8.5259e-05
26.3685,8.04e-05
26.3852,0.000146552
26.4019,0.00015614
26.4185,0.000142445
26.4352,0.000157783
26.4519,0.000155188
26.4685,0.000172881
26.4851,7.3727e-05
26.5019,0.000161501
26.5021,0.000219127
26.5185,0.000188711
26.5352,0.000186056
26.5519,8.5289e-05
26.5685,0.000186988
26.5852,0.000136083
26.6018,0.000178041
26.6185,0.000181087
26.6352,0.000177521
26.6519,0.000175537
26.652,0.00010757
26.6686,0.000185555
26.6852,0.000180125
26.7019,0.000175306
26.7186,0.000175647
26.7353,0.000178693
26.7519,0.000176739
26.7686,0.000174815
26.7853,0.000176679
26.802,0.000187679
26.8022,0.000132336
26.8186,0.000201054
26.8352,8.7332e-05
26.8519,8.6911e-05
26.8686,0.000200082
26.8853,0.000200464
26.9019,0.000198208
26.9186,0.000199892
26.9353,0.000202767
26.9519,0.000199421
26.9521,0.000131324
26.9686,9.8694e-05
26.9853,0.000154638
27.002,0.000201004
27.0186,0.00019848
27.0353,0.000199702
27.052,0.000203769
27.0686,0.00020954
27.0853,0.000200273
27.102,0.000212305
27.1022,0.000153986
27.1186,0.000224408
27.1353,9.8694e-05
27.152,0.000226903
27.1686,0.000226502
27.1853,0.000227313
27.202,0.000223907
27.2186,0.000227914
27.2353,0.000238684
27.252,0.000218216
27.2522,5.5253e-05
27.2686,0.000223215
27.2853,0.000224779
27.302,0.000224337
27.3186,0.00023653
27.3353,0.000251989
27.352,0.000224638
27.3686,0.000223176
27.3853,0.00023098
27.402,0.000237162
27.4023,0.000175997
27.4186,0.000247521
27.4353,0.000240408
27.452,0.000254042
27.4687,0.000251649
27.4853,0.000261436
27.5019,0.000104144
27.5187,0.000246489
27.5353,0.000260995
27.552,0.000252911
27.5522,0.00017731
27.5687,0.000192568
27.5853,0.000275412
27.602,0.000299938
27.6187,0.000654418
27.6353,0.0004188
27.652,0.000396628
27.6687,0.000262038
27.6853,0.000269942
27.702,0.000278569
27.7023,0.000202397
27.7187,0.000271215
27.7353,0.000286343
27.752,0.000250076
27.7687,0.000272067
27.7853,0.000112449
27.802,0.000272076
27.8187,0.000299727
27.8353,0.000229037
27.852,0.000270734
27.8523,0.000204661
27.8687,0.000279209
27.8853,0.000141012
27.902,0.000408721
27.9187,0.000686908
27.9353,0.00039759
27.952,0.000420332
27.9687,0.000285612
27.9854,0.000296763
28.0021,0.000294378
28.0023,0.000237963
28.0187,0.000291062
28.0353,0.000308174
28.052,0.000296602
