simTime,stepTime
17.1546,0.000159759
17.1547,1.4117e-05
17.1712,0.000184195
17.1877,0.000206226
17.1879,3.5145e-05
17.2043,0.000190366
17.2045,2.7441e-05
17.221,0.000187891
17.2377,0.00019237
17.2379,2.7922e-05
17.2543,0.0001813
17.2544,2.671e-05
17.2712,0.00021367
17.2878,0.000190977
17.288,2.663e-05
17.3043,0.00019769
17.3045,2.669e-05
17.321,0.000198912
17.3377,0.00019288
17.3378,3.5847e-05
17.3543,0.000200325
17.3545,2.662e-05
17.371,0.000193882
17.3877,0.000156463
17.3878,3.2811e-05
17.4043,0.000191889
17.4045,2.9816e-05
17.421,0.000221865
17.4377,0.000202789
17.4379,2.672e-05
17.4543,0.000193772
17.4545,2.7351e-05
17.4711,0.000201757
17.4877,0.000255979
17.4879,4.6617e-05
17.5043,0.00027813
17.5046,4.779e-05
17.521,0.000258774
17.5377,0.000255507
17.5379,4.8511e-05
17.5544,0.0003634
17.5547,5.2799e-05
17.571,0.000234188
17.5877,0.000270596
17.588,4.6386e-05
17.6043,0.000311673
17.6047,6.1865e-05
17.621,0.000232034
17.6377,0.000244367
17.6379,4.7929e-05
17.6543,0.000276347
17.6546,6.2427e-05
17.671,0.00024625
17.6877,0.000258884
17.6879,6.1405e-05
17.7043,0.000257121
17.7046,7.2275e-05
17.721,0.000301063
17.7377,0.00028886
17.738,6.1765e-05
17.7544,0.000258454
17.7546,3.0407e-05
17.7711,0.000227535
17.7877,0.000252272
17.788,3.8963e-05
17.8044,0.000269073
17.8047,3.9865e-05
17.821,0.000257722
17.8377,0.000234669
17.8379,3.0337e-05
17.8544,0.000324286
17.8547,0.000100558
17.8711,0.000312705
17.8877,0.000273812
17.888,3.8372e-05
17.9046,0.000319087
17.905,8.6913e-05
17.9214,0.000278651
17.9377,0.000379249
17.9381,9.2072e-05
17.9544,0.000367838
17.9548,0.000145221
17.9711,0.000231062
17.9877,0.00026198
17.988,7.4729e-05
18.0044,0.000308567
18.0047,0.000104996
18.021,0.000299931
18.0378,0.000303037
18.0381,9.5829e-05
18.0544,0.00035307
18.0547,7.499e-05
18.0711,0.000249096
18.0877,0.000240209
18.0879,4.1919e-05
18.1043,0.000268692
18.1046,5.2428e-05
18.1211,0.000291245
18.1378,0.000324326
18.1381,0.000108082
18.1544,0.000346127
18.1548,0.000116969
18.1711,0.000427269
18.1878,0.000327783
18.1881,0.000109214
18.2044,0.000292277
18.2047,6.8138e-05
18.2211,0.000229659
18.2377,0.000242423
18.238,3.732e-05
18.2544,0.000282509
18.2547,8.059e-05
18.2711,0.00033121
18.2877,0.000382956
18.2882,0.000122409
18.3044,0.000346788
18.3048,0.00011197
18.3211,0.000318295
18.3377,0.000240239
18.338,3.6759e-05
18.3544,0.000242844
18.3547,3.747e-05
18.3709,0.000355615
18.3879,0.000180929
18.388,5.5594e-05
18.4044,0.000270636
18.4047,4.4754e-05
18.4211,0.000284202
18.4377,0.00039011
18.4381,0.000131065
18.4544,0.000363199
18.4548,0.000140212
18.4711,0.000371535
18.4878,0.000338443
18.4881,0.000132889
18.5044,0.000272449
18.5047,5.392e-05
18.5211,0.000267911
18.5378,0.000357949
18.5382,9.8344e-05
18.5544,0.000310892
18.5547,6.9199e-05
18.5711,0.000333875
18.5878,0.000259495
18.588,4.4814e-05
18.6044,0.00032092
18.6047,0.000105327
18.6211,0.000259525
18.6378,0.000349754
18.6381,0.000142136
18.6545,0.000365714
18.6548,0.000135384
18.6712,0.000196948
18.6879,0.000332823
18.6882,0.000185267
18.7044,0.00028885
18.7047,6.9289e-05
18.721,0.000265376
18.7378,0.00036381
18.7382,0.000148618
18.7545,0.000419625
18.7549,0.000207699
18.7711,0.000328925
18.7878,0.000416398
18.7882,0.000206596
18.8044,0.000371295
18.8048,0.000156412
18.8211,0.000337171
18.8378,0.000281978
18.8381,6.4401e-05
18.8544,0.000328865
18.8548,0.000124944
18.8711,0.000333835
18.8878,0.000306493
18.8881,9.3685e-05
18.9044,0.000300753
18.9047,0.000106329
18.9211,0.000276136
18.9378,0.000457576
18.9383,0.000259586
18.9545,0.000371174
18.9548,0.000135373
18.9711,0.000340687
18.9878,0.000328755
18.9881,0.000116097
19.0045,0.000245589
19.0048,6.4841e-05
19.0211,0.000303848
19.0378,0.000343693
19.0381,0.000114364
19.0545,0.000381133
19.0548,0.000135293
19.0711,0.000290794
19.0878,0.000298017
19.0881,0.000146835
19.1045,0.000311663
19.1048,8.9087e-05
19.1211,0.000374881
19.1378,0.000277148
19.1381,6.3799e-05
19.1545,0.000295373
19.1548,6.6484e-05
19.1711,0.000366525
19.1878,0.000356697
19.1882,0.000181139
19.2044,0.000551451
19.205,0.000238005
19.2212,0.00111733
19.2378,0.000559225
19.2384,0.000249436
