simTime,stepTime
9.83802,0.000271659
9.85453,0.00022947
9.85477,4.842e-05
9.8709,0.000148048
9.87105,3.3943e-05
9.88767,0.000175418
9.90435,0.000204183
9.90455,5.4933e-05
9.92097,0.000199003
9.92118,3.5797e-05
9.93766,0.000177432
9.95449,0.000247303
9.95474,3.6228e-05
9.97121,0.000210605
9.97142,4.5696e-05
9.98769,0.000195827
10.0043,0.000179506
10.0045,4.2049e-05
10.021,0.000198332
10.0212,3.5406e-05
10.0377,0.000248255
10.0543,0.000231914
10.0545,4.9182e-05
10.071,0.000198302
10.0712,3.701e-05
10.0877,0.000185467
10.1043,0.000211707
10.1045,3.748e-05
10.121,0.000193021
10.1212,3.6238e-05
10.1376,0.000172162
10.1544,0.000230993
10.1546,6.3709e-05
10.171,0.000242244
10.1712,8.4088e-05
10.1876,0.000238707
10.2043,0.000245389
10.2045,7.4099e-05
10.221,0.000257312
10.2212,7.8677e-05
10.2376,0.000247203
10.2544,0.000236413
10.2546,5.7247e-05
10.271,0.00027749
10.2713,7.2055e-05
10.2877,0.000260097
10.3044,0.000299681
10.3047,8.1683e-05
10.321,0.000251841
10.3213,6.8348e-05
10.3376,0.000250449
10.3543,0.000235912
10.3546,4.6538e-05
10.371,0.000201206
10.3712,2.8804e-05
10.3877,0.000242324
10.4043,0.000230652
10.4046,6.929e-05
10.421,0.000287318
10.4213,7.6613e-05
10.4377,0.000233257
10.4544,0.000307145
10.4547,4.6828e-05
10.471,0.000216125
10.4712,3.7059e-05
10.4876,0.000165741
10.5043,0.000263603
10.5046,0.000100298
10.5211,0.000296365
10.5214,8.7334e-05
10.5377,0.000261489
10.5543,0.000314809
10.5547,0.000105027
10.571,0.000276407
10.5713,4.8912e-05
10.5881,0.0003578
10.6046,0.000300873
10.6049,0.000110527
10.621,0.000195686
10.6212,4.1718e-05
10.6376,0.000225713
10.6543,0.000197079
10.6545,4.3392e-05
10.671,0.000219942
10.6712,4.287e-05
10.6876,0.000203832
10.7043,0.000318697
10.7047,0.000137378
10.721,0.000297327
10.7213,8.6071e-05
10.7377,0.000264967
10.7544,0.000230531
10.7546,0.000107912
10.771,0.000232014
10.7712,6.3699e-05
10.7877,0.000214212
10.8043,0.000211967
10.8045,5.7968e-05
10.821,0.000209953
10.8212,5.7227e-05
10.8376,0.000191729
10.8543,0.000301285
10.8546,0.000121468
10.871,0.000209271
10.8712,6.7577e-05
10.8877,0.000285705
10.9043,0.000238797
10.9046,5.6796e-05
10.921,0.000213249
10.9212,6.399e-05
10.9377,0.000203471
10.9543,0.000207208
10.9545,0.00014382
10.971,0.00026687
10.9713,0.000101831
10.9877,0.000302066
11.0043,0.000318045
11.0047,0.000151454
11.021,0.000244928
11.0212,9.1571e-05
11.0377,0.000280996
11.0544,0.000284223
11.0547,0.000132468
11.071,0.000327944
11.0714,0.000132128
11.0877,0.000229129
11.1044,0.000322564
11.1047,0.000136636
11.121,0.000222096
11.1212,5.8821e-05
11.1377,0.000210224
11.1544,0.000327814
11.1547,0.000167103
11.171,0.000254687
11.1713,7.0202e-05
11.1877,0.000239649
11.2044,0.000312666
11.2047,0.000132117
11.221,0.00033087
11.2213,0.000132929
11.2377,0.000304069
11.2544,0.000302346
11.2547,0.000133991
11.271,0.000237175
11.2712,0.000145303
11.2877,0.000329137
11.3043,0.000292147
11.3046,0.00013354
11.321,0.000339826
11.3214,0.000146915
11.3377,0.00021366
11.3544,0.00021863
11.3546,5.7407e-05
11.371,0.00029915
11.3713,0.000104296
11.3877,0.000268673
11.4044,0.000279373
11.4046,6.1405e-05
11.4211,0.000385933
11.4214,0.000222797
11.4377,0.000328946
11.4543,0.000220653
11.4546,7.4139e-05
11.471,0.000253495
11.4713,0.000101691
11.4877,0.000217056
11.5044,0.000369512
11.5048,0.000155712
11.5211,0.000373119
11.5214,0.000227216
11.5377,0.000327574
11.5544,0.000361277
11.5548,0.000218098
11.571,0.000370755
11.5714,0.000221565
11.5877,0.000351579
11.6044,0.000382967
11.6048,0.000211306
11.6211,0.000374551
11.6215,0.000196608
11.6377,0.000316623
11.6544,0.000236754
11.6547,9.1862e-05
11.6711,0.000339045
11.6714,0.00020283
11.6877,0.000240511
11.7044,0.000264866
11.7046,9.1982e-05
11.721,0.000260167
11.7213,7.4569e-05
11.7378,0.000391754
11.7544,0.000398095
11.7548,0.000185367
11.771,0.000359523
11.7714,0.000178875
11.7877,0.000228778
11.8044,0.000352711
11.8047,0.000180007
11.821,0.00033647
11.8214,0.000136846
11.8377,0.000322023
11.8544,0.000349715
11.8547,0.000190657
11.8711,0.000409187
11.8715,0.000327263
11.8878,0.000552344
11.9044,0.000872394
11.9053,0.000386604
11.921,0.000369762
11.9214,0.000156774
11.9377,0.00025082
11.9545,0.000281427
11.9548,9.9206e-05
11.9711,0.000417361
11.9715,0.000229851
11.9877,0.000386074
12.0044,0.000408155
12.0048,0.000258734
12.0211,0.000437179
12.0215,0.000290995
12.0377,0.000342191
12.0544,0.000468428
12.0549,0.000204864
12.0711,0.000381163
12.0715,0.000196879
12.0878,0.00044289
12.1044,0.000431689
12.1049,0.000203481
12.1211,0.000283992
12.1214,7.5742e-05
12.1378,0.000346199
12.1544,0.000454161
12.1549,0.000211967
12.171,0.000306965
12.1714,0.000225101
12.1877,0.000413745
12.2044,0.000556993
12.2049,0.000355767
12.2211,0.000355826
12.2214,0.000134703
12.2378,0.000415338
12.2545,0.000435516
12.255,0.000272871
12.2711,0.000281998
12.2714,0.000103193
12.2877,0.000295313
12.3044,0.000279293
12.3047,9.8424e-05
12.3211,0.000263614
12.3213,8.4358e-05
12.3378,0.000280355
12.3544,0.000428903
12.3549,0.000227867
12.3711,0.000358712
12.3714,0.000259847
12.3877,0.000320811
12.4044,0.000400059
12.4048,0.000232666
12.4211,0.000478677
12.4216,0.000297547
12.4378,0.00045956
12.4545,0.000465983
12.4549,0.000228789
12.4712,0.000408244
12.4716,0.0003896
12.4878,0.000632334
12.5045,0.000947705
12.5054,0.000392255
12.5212,0.00080632
12.522,0.000444944
12.5378,0.000477524
12.5546,0.000291716
12.5549,0.000129343
12.5712,0.000476913
12.5716,0.000275195
12.5878,0.000533019
12.6045,0.000596848
12.6051,0.000312705
12.6212,0.000568374
12.6217,0.00035809
12.6379,0.000473126
12.6545,0.000493714
12.655,0.000253945
12.6712,0.000487984
12.6716,0.000260458
12.6878,0.000472024
12.7045,0.000641472
12.7051,0.000299711
12.7212,0.00043225
12.7216,0.000172834
12.7379,0.000632164
12.7545,0.000457287
12.755,0.000256611
12.7712,0.000310832
12.7715,0.000252162
12.7879,0.000601417
12.8045,0.000881411
12.8054,0.000199494
12.8211,0.000648094
12.8218,0.000426589
12.8378,0.000542326
12.8545,0.000503243
12.855,0.000266289
12.8712,0.000430767
12.8717,0.000250198
12.8878,0.000484678
12.9045,0.000598922
12.9051,0.00030985
12.9212,0.000510837
12.9217,0.000243155
12.9379,0.000600966
12.9545,0.000388077
12.9549,0.000176
12.9711,0.000341309
12.9715,0.000171932
12.9878,0.000358862
13.0045,0.000353542
13.0048,0.000172323
13.0211,0.000497372
13.0217,0.000280085
13.0379,0.000410499
13.0545,0.000344525
13.0548,0.00015481
13.0712,0.000681447
13.0718,0.000478747
13.0878,0.000401072
13.1045,0.000675435
13.1052,0.000247002
13.1211,0.00051208
13.1217,0.000406201
13.1379,0.000435396
13.1545,0.00037904
13.1549,0.000146936
13.1713,0.000348863
13.1717,0.000260568
13.1879,0.000368109
13.2045,0.000708988
13.2052,0.000305602
13.2212,0.000504495
13.2217,0.000302496
13.2378,0.000522889
13.2545,0.000482644
13.255,0.000297617
13.2712,0.000495919
13.2717,0.000300903
13.2879,0.000580979
13.3045,0.000489527
13.305,0.000301474
13.3212,0.000581219
13.3218,0.000316563
13.3379,0.000573674
13.3545,0.000556632
13.3551,0.000331682
13.3712,0.000537406
13.3717,0.000355386
13.3879,0.000857015
13.4045,0.00115338
13.4057,0.000444773
13.4212,0.000733905
13.4219,0.000415177
13.4379,0.000517099
13.4546,0.000551583
13.4551,0.000307947
13.4713,0.000543969
13.4719,0.000335358
13.4879,0.000644196
13.5045,0.000504354
13.505,0.000328576
13.5212,0.000764732
13.5219,0.00045959
13.5379,0.00121234
13.5546,0.00102688
13.5556,0.000473326
13.5712,0.000624409
13.5718,0.000219171
13.5879,0.000629649
13.6045,0.000572712
13.6051,0.000324448
13.6212,0.000524903
13.6217,0.000166512
13.6379,0.000514504
13.6546,0.00067252
13.6552,0.000396462
13.6712,0.00076876
13.672,0.000918991
13.6878,0.000880679
13.7046,0.000824224
13.7054,0.000281658
13.7212,0.000651811
13.7218,0.000271098
13.7378,0.000369753
13.7545,0.00034747
13.7549,0.00014967
13.7712,0.000819615
13.772,0.000378059
13.7879,0.000780562
13.8046,0.000392525
13.805,0.000425096
13.8212,0.000738243
13.822,0.000307526
13.8379,0.000403055
13.8546,0.000488475
13.8551,0.000202769
13.8712,0.000610043
13.8718,0.000368771
13.8879,0.000961461
13.9046,0.000710291
13.9053,0.000194474
13.9212,0.000574666
13.9218,0.000282288
13.9379,0.000538789
13.9546,0.000662481
13.9553,0.000443971
13.9712,0.000836146
13.9721,0.000740698
13.9879,0.000818233
14.0046,0.00176037
14.0064,0.00096067
14.0213,0.00074209
14.022,0.000469369
14.0379,0.00079047
14.0546,0.000685343
14.0553,0.00038973
14.0712,0.000639668
14.0719,0.000231784
14.0879,0.000831497
14.1045,0.000450925
14.105,0.000185607
14.1213,0.000679343
14.1219,0.00030425
14.1379,0.00081668
14.1546,0.000895236
14.1555,0.000438592
14.1712,0.000613078
14.1718,0.000446446
14.1879,0.000545212
14.2046,0.000577863
14.2052,0.000426849
14.2213,0.000890447
14.2222,0.000419396
14.2379,0.000495729
14.2546,0.000748272
14.2553,0.000465873
14.2713,0.000912829
14.2722,0.000862526
14.2879,0.00113653
14.3046,0.00103091
14.3056,0.000938488
14.3213,0.00133334
14.3226,0.000569577
14.3379,0.00111823
14.3546,0.00131724
14.3559,0.000420117
14.3714,0.000895768
14.3723,0.000367669
14.3881,0.000699871
14.4046,0.000641792
14.4053,0.000401532
14.4213,0.000913972
14.4222,0.000428392
14.438,0.00092323
14.4546,0.000838881
14.4555,0.00052869
14.4713,0.000671127
14.472,0.000463508
14.488,0.000738213
14.5046,0.000701855
14.5053,0.0004541
14.5214,0.00108558
14.5224,0.000371666
14.538,0.000760414
14.5546,0.000713066
14.5553,0.000346449
14.5718,0.000594995
14.5724,0.000306644
14.5879,0.00087532
14.6047,0.00143537
14.6061,0.000531907
14.6213,0.00150477
14.6228,0.000668342
14.638,0.00105135
14.6546,0.000572282
14.6552,0.000399158
14.6713,0.00104191
14.6724,0.00099826
14.6881,0.000755254
14.7047,0.000793295
14.7055,0.000333905
14.7213,0.000626904
14.7219,0.000291746
14.738,0.000721983
14.7546,0.000498754
14.7551,0.00047007
14.7713,0.000534171
14.7718,0.000196659
14.788,0.000711192
14.8046,0.000635891
14.8053,0.000591387
14.8214,0.00088601
14.8223,0.000328365
14.838,0.000594023
14.8547,0.000638486
14.8553,0.000523911
14.8713,0.000488345
14.8718,0.000337332
14.888,0.000438691
14.9047,0.000814586
14.9055,0.000371646
14.9214,0.000926265
14.9223,0.000238537
14.938,0.000949478
14.9547,0.000579636
14.9552,0.000389239
14.9713,0.00107868
14.9724,0.00033118
14.988,0.000542486
15.0048,0.00116509
15.0059,0.000614791
15.0213,0.000913702
15.0223,0.00089192
15.0379,0.000672399
15.0547,0.000995966
15.0557,0.000454752
15.0714,0.000845133
15.0723,0.000323596
15.088,0.000682869
15.1048,0.000959327
15.1057,0.000805398
15.1213,0.000471914
15.1218,0.000479949
15.1381,0.001086
15.1547,0.000905085
15.1556,0.000495308
15.1713,0.000828412
